,link,saleprice,address,description,added_date,agent,property_type,bedrooms,bathrooms,distance_to_station,tenure,leasehold_years_left,postcode,borough,crime_rate,total_area,year_built,property_condition,amenities_rating,garden,balcony,fuel_type,sold_date,sold_under_90days
407,https://www.rightmove.co.uk/properties/82240150,375000,"Wellington Buildings, Wellington Way, London, E3","A rare opportunity to purchase this unique Victorian one bedroom railway workers cottage, benefiting from having its own entrance, residents off street parking and split living space. This wonderful period property oozes character and period charm comprising; a large L-shaped 18ft reception with a dual-aspect, kitchen, bathroom and a double bedroom. Bow Road underground station is within 100 metres, other local amenities include Victoria Park and Westfield Shopping City.",24/11/2020,"Keatons, Bow",House,1,1,0.3 miles,Share of freehold,,E3,Tower Hamlets,100,1310.4643412046037,2006,6,7,FALSE,FALSE,gas,27/11/2020,TRUE
408,https://www.rightmove.co.uk/properties/88099879,650000,"Halstead Gardens, London, N21","Addison Townsend are pleased to offer this lovely four bedroom terraced house located on a quiet residential road in Winchmore Hill. The house offers; two reception rooms, kitchen with breakfast area, four bedrooms, family bathroom, en suite shower room to main bedroom, private rear garden with covered seating area, garage to rear and off street parking. The house is located under a mile walk to Winchmore Hill Station, provides easy access to A10 while also being just 0.39 miles to Winchmore Secondary School, 0.46 miles to Highfield Primary School and 0.56 miles to Raglans Primary School.",05/01/2021,"Addison Townsend, Winchmore Hill",House,4,2,0.8 miles,Freehold,,N21,Enfield,89,2011.9143332400195,1985,7,8,TRUE,FALSE,gas,29/08/2021,FALSE
409,https://www.rightmove.co.uk/properties/101111777,249995,"Hillview Drive, SE28 * VIDEO & 3D FLOORPLAN AVAILABLE *","Able Estates are delighted to offer this modern ground floor apartment.  Situated on West Thamesmead and just a short distance to Woolwich Arsenal, shops, schools, the River Thames and gym facilities.  The property boasts ELECTRIC HEATING (untested), DOUBLE GLAZING & ALLOCATED OFF STREET PARKINGThe generous accommodation boasts TWO DOUBLE BEDROOMS, FITTED KITCHEN, BATHROOM & LARGE LOUNGE/DINERWe believe this property will make an ideal first time buy or property investment opportunity.Viewing comes highly recommended for your earliest convenience.Lounge/Diner - 21'9"" (6.63m) x 10'0"" (3.05m)Kitchen - 9'3"" (2.82m) x 7'8"" (2.34m)Bedroom 1 - 12'3"" (3.73m) x 9'6"" (2.9m)Bedroom 2 - 11'6"" (3.51m) x 10'3"" (3.12m)Bathroom - 6'7"" (2.01m) x 5'10"" (1.78m)NoticePlease note we have not tested any apparatus, fixtures, fittings, or services. Purchasers must undertake their own due diligence into the working order of these items. All measurements are approximate and photographs provided for guidance only.",15/12/2020,"Able Estates, South East London",Flat,2,1,0.9 miles,Leasehold,,,,,1165.8731748220723,2009,6,6,FALSE,TRUE,gas,22/01/2021,TRUE
410,https://www.rightmove.co.uk/properties/72585741,750000,"Lion Court, 12 Shand Street, London***OFFERS INVITED***","A beautifully presented dual aspect second floor apartment located within a popular gated development just moments from London Bridge mainline/underground stations, fashionable Bermondsey Street and More London with its riverside cafes, bars and restaurants. 					***Guide Price £750,000 - £775'000***Located within a stylish gated development within a quite side street just off Tooley Street, this well presented dual aspect second floor apartment comprises entrance hall with storage cupboard, generous dual aspect living/dining room with open plan fitted kitchen with work surfaces and integrated appliances, generous dual aspect master bedroom with en-suite shower room, double guest bedroom two and family bathroom. The apartment comes with a secure allocated parking space and is located just off Tooley Street, ideally placed for access to London Bridge, the City via Tower Bridge, Bankside and the river.          Property ref: 121_706_4864985",14/11/2020,"Hastings International, London Bridge",Flat,2,2,0.2 miles,Share of freehold,,,,,1361.5939375552396,2008,6,4,FALSE,TRUE,gas,16/11/2020,TRUE
411,https://www.rightmove.co.uk/properties/86925304,280000,"Abbey Lane, LONDON","A cosy one bedroom flat on the ground floor of this purpose built development. The property has been recently refurbished through out including a brand new fitted kitchen and bathroom, conveniently located in Stratford. Sold chain freeStratford station is within short distance and has the best transport links in East London such as the Overground, Underground, DLR and the new Queen Elizabeth Line due in 2021, you name it, it has it. The Queen Elizabeth Olympic Park is free to visit every day of the week. Its home to the London Stadium, the Arcelor Mittal Orbit, the London Aquatics Centre (which is now open to the public), the Copper Box Arena, Lee Valley Velo Park and Lee Valley Hockey and Tennis Centre - as well as parklands, waterways, playgrounds and cafes. There's always something new to explore. This really is the perfect place to experience sports, events and iconic venues, or just relax and take in the views.Westfield Shopping Centre is great to visit where there are a fantastic selection of restaurants, bars and shops. If you enjoy the theatre then make sure you visit Stratford East which is an award winning arts venue showcasing the best theatre, comedy, music and more.",19/11/2020,"haart, Stratford",Flat,1,1,0.3 miles,Leasehold,,,,,1221.989891461535,2002,9,9,FALSE,TRUE,gas,15/04/2021,FALSE
412,https://www.rightmove.co.uk/properties/85852537,,,"*GUIDE PRICE £250,000 - £260,000*A bright and spacious first floor of six flats, one bedroom apartment on the doorstep of the open spaces of Epping Forest offered with a Long Lease and the added benefit of being Chain Free.The vendor has updated the property, with new flooring, a white high gloss Magnet kitchen with integrated ceramic hob and matching white electric oven as well as a luxury walk in shower room.The property offers excellent storage space (something sorely lacking in a lot of one bedroom apartments) and we are advised that the heating and hot water are run on a communal basis making this a very economic home to run.Farthings Close is located just a twenty two minute walk (Google) away from Chingford Overground Station (TFL Zone 5) and gives access in Liverpool Street in twenty six minutes.The property benefits from a long lease and is available on a chain free basis.",,"Butler & Stag, West Essex",Flat,1,1,,,,,,,,2003,,,FALSE,FALSE,,12/02/2021,
413,https://www.rightmove.co.uk/properties/96379322,750000,"Manson House, Drummond Way, London, N1","Set within a peaceful gated community in the middle of Barnsbury is this spacious split-level apartment with three bedrooms and a private courtyard. Positioned on the ground and lower ground floors this contemporary 952 sq ft property boasts wonderful dimensions and excellent natural light throughout. On the upper level is a vast 24’9 x 20’2 open-plan reception-room and kitchen which offers fantastic entertaining space and has three windows giving the space a bright and airy feel, also on this floor is a storage room and WC. Downstairs is a master bedroom with an en-suite shower room and French doors leading out to a terrace which has ample space for a guests and a barbeque. There are also two double bedrooms on this floor, a family bathroom and two store cupboards. This property has been well maintained and would suit first time buyers and young families alike. This property further benefits from 24 hour concierge.SituationManson House is located just off Barnsbury Park which falls inside the Barnsbury Conservation Area and is within easy reach of all the local amenities of Highbury, Islington and Upper Street. Transport links to the City and the West End are available at Highbury & Islington (Victoria Line and London Overground), Caledonian Road & Barnsbury (London Overground) and at Angel (Northern Line).",07/10/2020,"Hamptons Sales, Islington",Flat,3,3,0.2 miles,Leasehold,,N1,Islington,116,1753.8261095969801,1995,8,6,FALSE,FALSE,electric,17/10/2020,TRUE
414,https://www.rightmove.co.uk/properties/86899510,700000,"The Winchester Apartments, Highgate, N6","An extremely spacious two bedroom second floor flat, with lift access, forming part of a boutique gated development situated within close walking distance to Highgate Underground Station. Flooded in natural light, the accommodation comprises of a large 27 ft reception room, fitted kitchen, two large double bedrooms, the master benefiting from an en-suite shower room and a luxurious bathroom. Further benefits include wooden floors throughout, an abundance of storage, underfloor heating and double glazed windows. The property is conveniently located within walking distance to the amenities of both Highgate Village and Crouch End Broadway and only moments away from the picturesque surroundings of Parkland Walk.",18/11/2020,"Taylor Gibbs, Highgate - Sales",Flat,2,2,0.4 miles,,,N6,Haringey,105,1385.2510251836588,1967,6,5,FALSE,TRUE,electric,26/11/2020,TRUE
415,https://www.rightmove.co.uk/properties/80262145,525000,"Harold Road, LONDON","SUMMARYA fantastic opportunity to acquire this well-proportioned (1363 Sq Ft) town house situated on Harold Road, SE19.DESCRIPTIONA fantastic opportunity to acquire this well-proportioned (1363 Sq Ft) town house situated on Harold Road, SE19.The property is offered to the open market in good order throughout and comprises, four bedrooms, spacious reception, kitchen breakfast room with modern fitted kitchen, family bathroom and separate shower room with benefits to include ample storage, private garden and off street parkingHarold Road is set within easy reach of Crystal Palace which offers a plethora of bars, shops, restaurants and transport links providing easy access to the city and surrounding areas.Crystal Palace Park and Upper Norwood Recreation are also close by providing a range of activities to include the National Sports Centre and Boating Lake.Kitchen 13' 6"" x 12' 8"" ( 4.11m x 3.86m )Reception 15'  x 12' 9"" ( 4.57m x 3.89m )Bedroom 16' 4"" x 9' 3"" ( 4.98m x 2.82m )Bedroom 12' 9"" x 9' 9"" ( 3.89m x 2.97m )Bedroom 12' 9"" x 9' 9"" ( 3.89m x 2.97m )Bedroom 13' 6"" x 6' 4"" ( 4.11m x 1.93m )Bedroom 13' 9"" x 6'  ( 4.19m x 1.83m )Garden Shed 1. MONEY LAUNDERING REGULATIONS: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale.2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property.3. The measurements indicated are supplied for guidance only and as such must be considered incorrect.4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase.5. THESE PARTICULARS ARE ISSUED IN GOOD FAITH BUT DO NOT CONSTITUTE REPRESENTATIONS OF FACT OR FORM PART OF ANY OFFER OR CONTRACT. THE MATTERS REFERRED TO IN THESE PARTICULARS SHOULD BE INDEPENDENTLY VERIFIED BY PROSPECTIVE BUYERS OR TENANTS. NEITHER SEQUENCE (UK) LIMITED NOR ANY OF ITS EMPLOYEES OR AGENTS HAS ANY AUTHORITY TO MAKE OR GIVE ANY REPRESENTATION OR WARRANTY WHATEVER IN RELATION TO THIS PROPERTY.",09/09/2020,"Barnard Marcus, Sydenham",House,5,1,0.7 miles,Freehold,,,,,1590.5951929875293,1975,6,5,TRUE,FALSE,electric,10/11/2020,TRUE
416,https://www.rightmove.co.uk/properties/86027140,850000,"Prescott Place, London, SW4","Prescott Yard is an impressive gated development of five high specification two and three bedroom mews houses - each with its own distinctive style and character - built around a secure, tranquil landscaped courtyard in the heart of Clapham Old Town.SituationPrescott Yard is well placed for Clapham High Street, Clapham Old Town and Clapham Manor primary school, graded 'outstanding' by OFSTED. The wide open spaces of Clapham Common are also close by and within easy reach. Local transport links include Clapham Common and Clapham North Underground Stations (Northern Line) and both Wandsworth Road and Clapham High Street Overground Station (part of the newly-opened London Overground orbital train network) that along with excellent local bus services, provide quick and easy access into the City, West End and Canary Wharf.",30/10/2020,"Hamptons Sales, London Residential Development ",House,2,2,0.2 miles,Freehold,,SW4,Lambeth,103,1756.129524746511,2013,4,5,FALSE,FALSE,gas,,FALSE
417,https://www.rightmove.co.uk/properties/96365366,695000,"Odhams Walk, Covent Garden","  Odhams Walk occupies a prominent position within Covent Garden bordered by Long Acre to the south, Endell Street to the east and Shelton Street to the north, originally designed to create an oasis of calm in the centre of the city, a vision that has proven successful and remains popular to this day. Situated on the first floor podium, this well-proportioned and recently refurbished one bedroom apartment is located in a wonderful private position within the development. The ample living space is well laid out and includes a separate kitchen, good sized reception room, large bedroom and shower room. The apartment also benefits from several large storage cupboards  In 1979, the historic Odham's Print Works was redeveloped by the Greater London Council with guidance from the Covent Garden Community Association to create Odhams Walk, a mixed-use development with residential flats located above a podium of commercial premises and parking. Architect Donald Ball saw the commission as a once in a lifetime opportunity, his design envisaging a public piazza connected by pedestrian ramps to the street, allowing free public access to the complex, with the flats in the two lower levels organised around inner courtyards and open galleries. Odhams Walk in the present day is a prime example of award-winning modernist architecture and successful urban planning, with an active resident's association keen to protect the development's unique position as a village in its own right within Covent Garden.NB: Some internal photos have been digitally enhanced for marketing purposes WHAT WE LOVE  Bright, well proportioned roomsSimple modern architectureOasis of calm in London's West EndMoments from the PiazzaSeven Dials on the door step. WHAT YOU NEED TO KNOW  On-site Estate ManagerResident-only access after-hoursRecently refurbishedLong Leasehold - 152 years (approx)Service Charge - £1723 per annum. ",08/10/2020,"Tavistock Bow, London",Flat,1,1,0.0 miles,Leasehold,,,,,1288.8339214359764,2010,6,6,FALSE,FALSE,gas,,FALSE
418,https://www.rightmove.co.uk/properties/86383924,350000,"Cornelia Street, N7 8BA","A bright and airy first floor flat within this modern development. The flat has been newly decorated and carpeted, enjoys its own private street entrance. There is a double bedroom to the rear, with attractive views, and a well proportioned, open plan kitchen and living room.  Cornelia Street is quietly located, off Roman Way, only a short walk from Highbury and Islington (Overground and Victoria Line),  Caledonian Road and Barnsbury  (Overground) and Caledonian Road (Piccadilly Line) tube stations. Angel, Kings Cross, The City and West End are within easy reach. The huge selection of cafes, bars, restaurants and boutique shops to be found on Islington´s Upper Street is within strolling distance.",22/12/2020,"Hotblack Desiato, Islington",Flat,1,1,0.1 miles,Leasehold,,,,,637.9643014412571,1996,8,5,FALSE,TRUE,gas,13/01/2021,TRUE
419,https://www.rightmove.co.uk/properties/85330678,1025000,"Worple Road, Wimbledon Central, Wimbledon, London, SW19","*****We are open for viewings*****A rare opportunity to acquire a 4th floor (top floor) apartment with its own private balcony with delightful views.  The property is luxuriously appointed and tastefully renovated throughout and offers well-proportioned living space within this prestigious apartment building which is conveniently situated, with easy access to Wimbledon village,  the common, Wimbledon town and train station.  The apartment is offered with an allocated underground parking space, with the added benefit of 24 hour security/porter service. ",01/10/2020,"John D Wood & Co. Sales, Wimbledon Village",Flat,2,2,0.1 miles,Leasehold,,SW19,Merton,67,1543.6000908047793,1928,9,6,FALSE,TRUE,electric,18/12/2020,TRUE
420,https://www.rightmove.co.uk/properties/86649844,,,"FULL DESCRIPTION  A very well presented one bedroom apartment available in a highly sought after patch in Clapham North.The property comprises a very lovely, light and airy front reception room as you walk in - with space to dine, entertain and relax. The property also benefits from being in great condition throughout, with good storage options and a sizeable bedroom at the rear of the property. Further benefits include double-glazed sash windows and plenty of period features.Located minutes away from the buzz of Clapham High Street which offers an abundance of local amenities and the wide open spaces of Clapham Common. On top of this, there are plenty of transport links available within easy reach - including, Clapham North (Northern Line), Clapham High Street (Overground) and plenty of bus options. Stockwell and Brixton Underground stations are also within easy reach, offering access to the Victoria Line. ",,"Orlando Reid, London",Flat,1,1,,Leasehold,,,,,,2014,,,FALSE,TRUE,,23/11/2020,
421,https://www.rightmove.co.uk/properties/74874735,375000,"Hendon Way, Hendon, NW4","A fantastic opportunity to purchase this spacious three double bedroom first floor apartment in a purpose built apartment block, superbly located for Hendon Central underground station (Northern Line). It has a reception room, with separate modern fitted kitchen and modern bathroom. The property is light and airy throughout with wood flooring, double glazed windows and gas central heating.Lease Length - 61 yearsService Charge - £1,884.00 paGround Rent - £200 paNoticePlease note we have not tested any apparatus, fixtures, fittings, or services. Interested parties must undertake their own investigation into the working order of these items. All measurements are approximate and photographs provided for guidance only.",02/11/2020,"Charles Henry Peppiatt Ltd, Kentish Town",Flat,3,1,0.1 miles,Leasehold,,NW4,Barnet,70,1259.0286295463136,1953,6,6,FALSE,FALSE,electric,04/11/2020,TRUE
422,https://www.rightmove.co.uk/properties/101726261,350000,"Finsbury Park Avenue, London, N4","Located on the top floor of this modern purpose-built block, is this beautifully presented one bedroom flat benifiting from an allocated parkig space. This superb apartment boasts 505 sq ft of practical open plan living space and presents an ideal purchase for both a first-time buyer or buy to let investor. Accommodation comprises of a spacious open planned living space with fitted kitchen, stylish bathroom suite and generously sized principle bedroom. Finsbury Park Avenue is a quiet Cul De Sac location which offers access to Manor House Tube station (Zone 2), the open spaces of Finsbury Park, Green Lanes industrial park and the local Sainsburys. *** SOLE AGENTS***",06/01/2021,"Anthony Pepe Estate Agents, Harringay",Flat,1,1,0.1 miles,Leasehold,,N4,Haringey,105,1062.0606380602326,1928,7,7,FALSE,TRUE,electric,08/02/2021,TRUE
423,https://www.rightmove.co.uk/properties/76410372,425000,"Mildmay Grove North, N1","A beautifully finished one bedroom period conversion, located in Islington's Mildmay Quarter, N1. A clean cut and well presented flat, arranged across the raised ground of this terraced house, close to Dalston Kingsland Overground. The generously proportioned accommodation comprises a recently fitted kitchen with breakfast bar, a double bedroom with fitted wardrobes, a modern bathroom and a bright reception room opening to the front. Perfectly placed for all the transport links and shopping facilities of both Newington Green and Dalston.OFFERED CHAIN FREE",22/12/2020,"M & M Property, London",House,1,1,0.2 miles,,,N1,Islington,116,1099.701600923667,2004,9,8,TRUE,FALSE,gas,16/10/2021,FALSE
424,https://www.rightmove.co.uk/properties/94738400,,,"Situated on the first floor of Eden Crescent at the sought-after No. 1 Millbrook Park, this very spacious one-bedroom apartment has been carefully crafted and finished with an excellent attention to detail, making an impressive use of space throughout.  Upon entering you're greeted by the hallway that provides access to every room, including the bedroom, bathroom and large utility cupboard, the spacious open-plan kitchen/dining/living area with private balcony, which provides an ideal space for relaxing in or entertaining guests. With high quality fixtures and fittings as standard you can expect an interior designed bathroom that's right on trend complete with full height tiling, and an enviable kitchen area with integrated fridge freezer and dishwasher, and a Bosch integrated oven, microwave and extractor hood.  Find out why we are No.1. Visit our show home to discover more.",,Joseph Homes,Flat,1,1,,Leasehold,999,,,,,1975,,,FALSE,TRUE,,14/08/2020,
425,https://www.rightmove.co.uk/properties/98214983,490000,"Childers Street,
London,
SE8"," Tenure: Leasehold ***JUST LAUNCHED*** ***AVAILABLE TO MOVE IN NOW*** The Lord Palmerston  Six beautifully appointed apartments in the heart of Deptford's uniquely spirited community. Located near the vibrant Deptford yard market and the open spaces of Folkestone Gardens Experience living in a cutting-edge South London postcode that is full of character, creativity and culture. From fantastic restaurants that provide eclectic options to independent high street shops, Deptford's history has forged its own unique sense of community. An area that is in constant regeneration, Deptford is not 'the new' anything. It has retained its core identity as it continues to evolve. A truly distinctive blend between journey and destination. Finished to an exceptional standard. Fully fitted and waiting to be your new home. There's no struggle to get to the city. There are two National Rail stations at Deptford and Deptford Bridge, as well as the DLR at Deptford Bridge. You can get to London Bridge on the train in just 6 minutes, or to Canary Wharf on the DLR in around 12 minutes. Southwark is just 20 minutes away and even Shoreditch or Soho will only set you back 30 minutes. Deptford is a perfect blend of old and new, and the apartments at Lord Palmerston embody that. Characterful traditional architecture with contemporary finishes provides the perfect setting to lay down roots in a thriving eclectic community  ",09/10/2020,Parkville Associates,Flat,2,2,0.4 miles,Leasehold,999,SE8,Lewisham,90,1338.461312670651,1992,6,5,FALSE,TRUE,gas,21/10/2020,TRUE
426,https://www.rightmove.co.uk/properties/73252755,500000,"Bazalgette Court, Riverside, London, W6","This immaculately finished two double bedroom, 818 Sq' – 73 SqM is located in this private gated riverside development within a converted Victorian Pumping Station, offering private parking and direct access to the River Thames.Comprises entrance hallway, a spacious kitchen with high specification integrated appliances, dining area leading onto the living room that has a cosy seating area. There are two double bedrooms, the master has an en-suite shower room as well as built in wardrobes and the second is served by a separate modern contemporary bathroom.The development benefits from an on-site porter, private parking space and no onward chain.Call Horton and Garton, your local independent agent on   to arrange an appointment to view.",06/01/2021,"Horton and Garton, Hammersmith and Shepherd's Bush",Flat,2,1,0.3 miles,Leasehold,,W6,Hammersmith and Fulham,106,1321.2180852711872,1932,7,7,FALSE,TRUE,electric,18/02/2021,TRUE
427,https://www.rightmove.co.uk/properties/88186939,475000,"Oaklands Road, London","**Perfect for buyers looking for a LUXURY HIGH END HOME** Internally the property has been fully developed into a beautiful TWO DOUBLE BEDROOM / TWO BATHROOM, FIRST FLOOR flat with a PRIVATE ENTRANCE and the SHARE OF FREEHOLD included. Benefits include a large kitchen / living area with a Juliet balcony overlooking the rear garden, lovely kitchen with integrated bosch appliances and a stone worktop, luxury bathroom, and two good size bedrooms with an en-suite to master.  This beautiful property benefits from lots of natural light with stylish & neutral decor throughout and will be sold on a CHAIN FREE basis, making it ideal for those looking to take advantage of the stamp duty incentive.  There is further scope for a LOFT CONVERSION (planning already granted) to create a third bedroom should a buyer require more space in the future.  The property was converted from an original house and everything is new including the plumbing, electrics, and windows.  No expense has been spared as the owners have all certificates and guarantees including a new home warranty for complete peace of mind.This property is well located within WALKING DISTANCE to Willesden Green Tube Station and GLADSTONE PARK. Cricklewood Broadway and Cricklewoood Thameslink Station are also within close proximity making this ideal for commuters.  **Please note the furniture shown in the images are for illustrative purposes only.**",08/01/2021,"Portland Estate Agents, London",Flat,2,2,0.3 miles,,,,,,1382.7967577533755,1951,8,7,FALSE,TRUE,electric,22/05/2021,FALSE
428,https://www.rightmove.co.uk/properties/76776219,265000,"Whitworth Road, London, SE25","*EXCELLENT FIRST TIME PURCHASE*  One bedroom flat situated in South-East London which offers a perfect property for first time buyers. The property is close to a range of local amenities including shops and restaurants/bars. South Norwood Lakes are also just a short distance from the property offering a large parks, fishing, basketball, cricket, tennis, bowling, walking trail and play areas. Local schools include Harris Academy South Norwood, Portland Bill Pre-school and St Mark's C Of E Primary School. Transport links can be found via Norwood Junction train station which takes you straight into the centre of London in addition to direct bus routes from right outside the property and the A23 road.  The flat has been recently refurbished and consists of a large double bedroom, a shower room that will make you the envy of your friends, a modern spacious kitchen with integrated appliances, fully double-glazed windows and gas central heating.  Viewing is highly recommended.DIRECTIONSWhitworth Road is off Selhurst Road, ideally situated for access into South Norwood and Croydon offering a vast selection of shopping, leisure and commercial outlets. Norwood Junction and Selhurst Railway Stations are within easy reach.TRANSPORTTransport LinksNorwood Junction Station (approx 0.5 miles)Selhurst Station (approx 0.8 miles)SCHOOLS - INFANTS & PRIMARYSchools - Infants & PrimaryHeavers Farm Primary School (approx 0.4 miles) St. Chad's R.C Primary School (approx 0.4 miles) St. Mark's C of E Primary School (approx 0.5 miles) E",,"Streets Ahead, South Norwood",Flat,1,1,0.3 miles,Leasehold,,SE25,Croydon,86,858.2341073654239,1950,8,6,FALSE,TRUE,electric,,FALSE
429,https://www.rightmove.co.uk/properties/101446589,559950,"Lock Side Way, Royal Albert Wharf, London","STUNNING APARTMENT WITH DOCK AND CITY VIEWS FEATURING A LARGE BALCONY. This immaculate, spacious and well-proportioned 2 double bedroomed apartment on the 5th floor has outstanding dock views. The accommodation has extensive floor to ceiling windows and doors providing an abundance of natural light complimented by a large balcony providing much sort after outside space. Features include a double aspect open plan living room leading onto both a fitted kitchen area and dining area, main bedroom with full width windows and Juliet balconies plus extensive wardrobes, en-suite shower room, bathroom, utility cupboard and good sized entrance hall with a large walk in storage cupboard. This property is EWS1 CERTIFIED There is an onsite management office providing 24 hour development security and surrounding the property can be found communal gardens leading on to riverside walks and views.Lockside Way, Royal Albert Wharf is within 5 minutes’ walk from Gallions Reach DLR and within 10 minutes’ walk of London’s new Asian Business Port, which is set to be the showcase of the Capital’s third business district, alongside Canary Wharf and the City.  You will also be close to local shopping facilities and within easy reach of London City Airport. Additionally Cross Rail is expected to be open in late 2021 to mid 2022",26/12/2020,"Outlook , Docklands",Flat,2,2,0.3 miles,Leasehold,,,,,1522.8640761247761,1943,6,6,FALSE,TRUE,electric,23/02/2021,TRUE
430,https://www.rightmove.co.uk/properties/83331652,500000,"Gun Place, 86 Wapping Lane, London, E1W","Guide price £500,000 - £550,000. A spacious fourth floor apartment, with parking, measuring 625 square feet in one of Wapping's most historic warehouse conversions, Gun Place. The apartment boasts plenty of character throughout with exposed beams and an industrial style column in the reception room. The modern kitchen is open plan to the reception room and the bathroom is of a generous size, featuring natural stone tiling. The property benefits from a juliet balcony as well as access to two communal roof terraces. Additional benefits include engineered oak and underfloor heating throughout, ample storage, secure parking and a daytime porter. Gun Place is ideally located in the heart of Wapping, adjacent to Wapping Station (overground) and allows for easy access to The City and Canary Wharf. Wapping Lane and the surrounding roads offer a variety of local shops and amenities such as a butchers, bakers and a handful of coffee shops. There are several pubs and restaurants situated along the river including popular Italian restaurant Il Bordello and The Prospect of Whitby, London’s oldest riverside tavern dating back to around 1520.",05/10/2020,"Cluttons, Wapping - Sales",Flat,1,1,0.1 miles,Leasehold,,E1W,Tower Hamlets,100,884.2877400454689,2009,8,6,FALSE,TRUE,gas,24/12/2020,TRUE
431,https://www.rightmove.co.uk/properties/74734095,550000,"Honeyman Close, Brondesbury, London, NW6","Set within a gated development this stylish 1 bedroom split-level maisonette offers abundant living space with modern décor, wood floors, extensive roof terrace and communal gym and swimming pool.Honeyman Close is a pleasant residential area close to the shops, bars and restaurants of Willesden Green and Queen's Park.",24/11/2020,"Foxtons, Willesden Green",Flat,1,1,0.3 miles,Leasehold,,NW6,Camden,132,1062.4633459273828,1986,7,6,FALSE,FALSE,electric,27/11/2020,TRUE
432,https://www.rightmove.co.uk/properties/82701382,450000,Tollington Park N4 3AD,"Spacious garden flat located in the heart of popular Stroud Green N4. Presented in excellent condition throughout this delightful apartment has been subject to a tasteful renovation now featuring a stylish bathroom suite and separate galley style kitchen with direct access to garden. The large double bedroom has the advantage of excellent fitted wall to wall storage and further access to garden. At the front an expansive reception space with glorious bay window and feature fireplace.  Accommodation is arranged over the entire garden level of this handsome Victorian property, the room proportions are really generous throughout. Tollington Park is ideally situated to take advantage of the transport links at Finsbury Park ( Victoria & Piccadilly Lines). A wonderful selection of local bars, coffee shops and eateries are literally on your doorstep.",14/09/2020,"David Andrew, Stroud Green",Flat,1,1,0.3 miles,Leasehold,,,,,1360.4657106992315,1956,8,9,FALSE,TRUE,electric,11/01/2021,FALSE
433,https://www.rightmove.co.uk/properties/71843745,750000,"Brewhouse Lane, London","TWO bedroom WEST facing open plan apartment in the sought after Putney Wharf Tower, close to Putney High Street and with views of the River Thames. The accommodation comprises hallway with storage cupboard, open plan kitchen/reception room with access to the BALCONY, two bedrooms, main with en-suite SHOWER ROOM, guest bathroom. Putney Wharf Tower is ideally located a short walk to Putney Bridge (District Line) Underground Station and Putney Mainline Station. Further benefits include comfort cooling, 24/7 concierge service, residents gym and underground PARKING. ",10/11/2020,"Chartwell Residential, London",Flat,2,2,0.2 miles,Leasehold,,,,,1300.6481469718628,1929,9,6,FALSE,TRUE,electric,17/01/2021,TRUE
434,https://www.rightmove.co.uk/properties/76884888,500000,"Elderfield Road, London","Guide Price £500,000 - £525,000 Share of Freehold.This magnificent apartment, occupies part of the lower, ground and raised floors, of this enchanting four-storey, converted Victorian residence. Benefiting from a 10-year warranty. Enjoying a striking interior and a glorious mixture of classic features and bespoke modern designs. Own private front door and opening to an exquisite living/entertaining space open-plan to a fantastic fitted kitchen with integrated appliances, two double bedrooms, extensive storage and an exquisite bathroom. Enviably located close to vibrant Chatsworth Road, the leafy green spaces of Millfield’s Park and a host of transport links including Homerton Overground Station.",07/01/2021,"Castles Estate Agents, Hackney",Flat,2,1,0.6 miles,Share of freehold,,,,,903.4140791846253,1974,7,4,TRUE,FALSE,electric,16/03/2021,TRUE
435,https://www.rightmove.co.uk/properties/97984073,375000,"Park Avenue, Alexandra Park, London, N22","Positioned on the top floor of this attractive purpose built block of apartments is a beautifully presented 509 sq.ft one double bedroom apartment with a private terrace and incredible views. The lounge is a good-sized room with floor to ceiling double glazing windows filling the room with an array of natural light with access out to a private terrace with views of the communal garden and beautiful treetops. Located next to the lounge is the kitchen featuring beautiful blue floral design tiled flooring, gloss white kitchen units with dark wood worktops. The kitchen was fully refurbished less than two years ago. The bedroom is another brilliant sized room with wall to wall fitted wardrobes, double glazing windows and soft carpet flooring. The bathroom has been fully tiled with white tiles and features a large bathtub with a glass shower screen and overhead shower giving you the best of both options. The apartment feature benefits from a beautifully maintained communal garden and allocated off-street parking for one car. Ideally located close to Alexandra Palace Train Station, with Wood Green and Bounds Green Tube Stations within walking distance. Not to mention the majestic Alexandra Palace itself for entertainment and recreation, as well as numerous local shops and restaurants in the local area. Tenure: Share of freeholdLease Length: TBCService Charge: TBC",02/10/2020,"Elderton & Co, London",Flat,1,1,0.1 miles,Share of freehold,,N22,Haringey,105,1346.156448,2007,7,8,FALSE,FALSE,electric,09/11/2020,TRUE
